Symbol,Date,Open,High,Low,Close
TRYUSD:CUR,10/04/2023,0.051957498766,0.052460392404,0.051845438379,0.051906203414
TRYUSD:CUR,07/04/2023,0.051952639973,0.052485172939,0.051868565056,0.052006677657
TRYUSD:CUR,06/04/2023,0.0519861301,0.052438384898,0.051419169066,0.051960468476
TRYUSD:CUR,05/04/2023,0.052048092437,0.052576235542,0.051908682246,0.051976672869
TRYUSD:CUR,04/04/2023,0.052109931111,0.052631578947,0.051995590774,0.052576235542
TRYUSD:CUR,03/04/2023,0.052187981108,0.052631578947,0.052065978007,0.052151510569
TRYUSD:CUR,31/03/2023,0.052171372524,0.052670388707,0.052060285811,0.052196970488
TRYUSD:CUR,30/03/2023,0.052325611817,0.052789948794,0.052102328974,0.052171372524
TRYUSD:CUR,29/03/2023,0.052320683936,0.052826201796,0.052160759461,0.052321505185
TRYUSD:CUR,28/03/2023,0.052391131229,0.052873684767,0.052175455622,0.052324516652
TRYUSD:CUR,27/03/2023,0.052482693832,0.05291005291,0.05233957919,0.052383995642
TRYUSD:CUR,24/03/2023,0.052537012325,0.052994170641,0.051946162997,0.052505289908
TRYUSD:CUR,23/03/2023,0.052539772608,0.053089827989,0.052438659878,0.052618839649
TRYUSD:CUR,22/03/2023,0.052557721518,0.053053212372,0.05248599936,0.052529009145
TRYUSD:CUR,21/03/2023,0.05263628851,0.05369992482,0.052512458581,0.052590060479
TRYUSD:CUR,20/03/2023,0.052614686864,0.053134962806,0.052573471426,0.05263628851
TRYUSD:CUR,17/03/2023,0.052700089063,0.053143434129,0.052560760239,0.052605276309
TRYUSD:CUR,16/03/2023,0.052702310996,0.054469197669,0.052565180824,0.052697867317
TRYUSD:CUR,15/03/2023,0.052714812862,0.053219797765,0.052354650402,0.052702033244
TRYUSD:CUR,14/03/2023,0.05272342871,0.053245301102,0.052573471426,0.052701755495
TRYUSD:CUR,13/03/2023,0.052771005499,0.053627929426,0.052432885906,0.052724818627
TRYUSD:CUR,10/03/2023,0.052772119434,0.053304904051,0.05262216235,0.052756250297
TRYUSD:CUR,09/03/2023,0.052838483324,0.053341868032,0.052681210193,0.052776297109
TRYUSD:CUR,08/03/2023,0.052862784071,0.053387432598,0.052662067513,0.052838204135
TRYUSD:CUR,07/03/2023,0.052925454497,0.053447354356,0.052682875431,0.052937782225
TRYUSD:CUR,06/03/2023,0.053136656854,0.053444497889,0.052857475104,0.052917332543
TRYUSD:CUR,03/03/2023,0.053018614836,0.053728777133,0.052863342972,0.053136374505
