Symbol;Date;Open;High;Low;Close
TWDUSD:CUR;10/04/2023;0.032891490971;0.032956530336;0.032757886461;0.032805170095
TWDUSD:CUR;07/04/2023;0.03276003276;0.032978267322;0.032746086843;0.032902313033
TWDUSD:CUR;06/04/2023;0.032727867779;0.03283640901;0.032706459526;0.03276003276
TWDUSD:CUR;05/04/2023;0.032840722496;0.032947843564;0.032708599091;0.032726796701
TWDUSD:CUR;04/04/2023;0.032843958354;0.032913142218;0.032697904064;0.032840722496
TWDUSD:CUR;03/04/2023;0.032749304077;0.032885001151;0.032604088553;0.032811628441
TWDUSD:CUR;31/03/2023;0.032832096658;0.032916392363;0.032711808963;0.032749304077
TWDUSD:CUR;30/03/2023;0.032801941875;0.03287635204;0.032728938928;0.03287635204
TWDUSD:CUR;29/03/2023;0.03294892916;0.033022917905;0.032755740444;0.032800865943
TWDUSD:CUR;28/03/2023;0.032963048423;0.033061130029;0.03291097581;0.03294892916
TWDUSD:CUR;27/03/2023;0.032969569088;0.033022917905;0.032855828624;0.032963048423
TWDUSD:CUR;25/03/2023;0.032965221691;0.032986970147;0.032965221691;0.032978267322
TWDUSD:CUR;24/03/2023;0.03298479401;0.033052388035;0.03282132073;0.032967395246
TWDUSD:CUR;23/03/2023;0.032965221691;0.033044742581;0.032913142218;0.032983706049
TWDUSD:CUR;22/03/2023;0.03282347535;0.033227006911;0.032750376629;0.032975004946
TWDUSD:CUR;21/03/2023;0.03280839895;0.03285906746;0.032690421706;0.03285906746
TWDUSD:CUR;20/03/2023;0.032649862871;0.032913142218;0.032649862871;0.032786885246
TWDUSD:CUR;17/03/2023;0.032766473344;0.03279871429;0.032646665143;0.032660526488
TWDUSD:CUR;16/03/2023;0.032689353078;0.032791185729;0.032593461752;0.032755740444
TWDUSD:CUR;15/03/2023;0.032794411832;0.032917475888;0.032484407484;0.032689353078
TWDUSD:CUR;14/03/2023;0.032855828624;0.032891490971;0.032653061224;0.032794411832
TWDUSD:CUR;13/03/2023;0.032669062398;0.03287743293;0.032443305324;0.032863386901
TWDUSD:CUR;10/03/2023;0.032421216444;0.032653061224;0.032345710959;0.032526671871
TWDUSD:CUR;09/03/2023;0.032517152798;0.032618977721;0.032394959344;0.03242542153
TWDUSD:CUR;08/03/2023;0.032481242083;0.032601962638;0.032412809542;0.032537255157
TWDUSD:CUR;07/03/2023;0.032616849865;0.03274287024;0.032463316452;0.032496019238
TWDUSD:CUR;06/03/2023;0.032778287662;0.032853669755;0.032611531438;0.032640271567
TWDUSD:CUR;03/03/2023;0.032616849865;0.032837487275;0.032587088995;0.032789035347
TWDUSD:CUR;02/03/2023;0.032711808963;0.03280839895;0.032552083333;0.03261578604
TWDUSD:CUR;01/03/2023;0.032563743528;0.032878513891;0.032544667556;0.032710738936
TWDUSD:CUR;28/02/2023;0.032601962638;0.03270004251;0.032469640886;0.032557382386
TWDUSD:CUR;27/02/2023;0.032721442361;0.032721442361;0.032481242083;0.032591337223
TWDUSD:CUR;24/02/2023;0.03292072689;0.03301746624;0.032587088995;0.032611531438
TWDUSD:CUR;23/02/2023;0.032769694586;0.03302946228;0.032747159184;0.032909892714
TWDUSD:CUR;22/02/2023;0.032767547021;0.032873109796;0.032702181235;0.032768620769
TWDUSD:CUR;21/02/2023;0.03291097581;0.033024008454;0.032722513089;0.032767547021
TWDUSD:CUR;20/02/2023;0.032976092333;0.03301746624;0.032873109796;0.032912058978
TWDUSD:CUR;18/02/2023;0.032968482131;0.032968482131;0.032968482131;0.032968482131
TWDUSD:CUR;17/02/2023;0.033004389584;0.033065502761;0.032810551873;0.03291530891
TWDUSD:CUR;16/02/2023;0.03295327226;0.033135624109;0.032890409157;0.032958702745
TWDUSD:CUR;15/02/2023;0.033046926636;0.033112582781;0.03288716414;0.03295327226
TWDUSD:CUR;14/02/2023;0.033164195934;0.033228110982;0.032995677566;0.033046926636
TWDUSD:CUR;13/02/2023;0.033176298852;0.033241365555;0.033031644315;0.033116969135
TWDUSD:CUR;10/02/2023;0.033217073576;0.033291164525;0.033116969135;0.033121356651
TWDUSD:CUR;09/02/2023;0.033273441139;0.033323336332;0.033177399555;0.033217073576
TWDUSD:CUR;08/02/2023;0.033358908497;0.033397902612;0.033236946189;0.033269013241
TWDUSD:CUR;07/02/2023;0.033293381276;0.033399018069;0.033188410607;0.033298924445
TWDUSD:CUR;06/02/2023;0.03336002135;0.033484011385;0.033220384028;0.033292272863
TWDUSD:CUR;04/02/2023;0.033658700774;0.033658700774;0.033371153975;0.033371153975
TWDUSD:CUR;03/02/2023;0.033658700774;0.033738191633;0.033297815663;0.033371153975
TWDUSD:CUR;02/02/2023;0.033595377276;0.033784925166;0.033577328588;0.033691587211
TWDUSD:CUR;01/02/2023;0.033298924445;0.03371885221;0.033265693091;0.03360327968
TWDUSD:CUR;31/01/2023;0.033288948069;0.03335557038;0.033212660666;0.033340001334
TWDUSD:CUR;30/01/2023;0.033061130029;0.033322225925;0.033056758454;0.033227006911
TWDUSD:CUR;27/01/2023;0.033164195934;0.033220384028;0.033012016374;0.033093953735
